occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,Vacancy,Power Outage
1.0,0.408,0.408,0.0,0.0,0.0,0.0,0.267,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.408,0.408,0.0,0.0,0.0,0.0,0.267,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.408,0.408,0.0,0.0,0.0,0.0,0.267,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.408,0.408,0.0,0.0,0.0,0.0,0.267,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.405,0.405,0.0,0.0,0.0,0.0,0.312,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.405,0.405,0.0,0.0,0.0,0.0,0.312,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.405,0.405,0.0,0.0,0.0,0.0,0.312,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.405,0.405,0.0,0.0,0.0,0.0,0.312,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.406,0.406,0.0,0.0,0.0,0.0,0.345,0.656,0.656,0.0,0.0,0.0,0,0
1.0,0.406,0.406,0.0,0.0,0.0,0.0,0.345,0.656,0.656,0.0,0.0,0.0,0,0
1.0,0.406,0.406,0.0,0.0,0.0,0.0,0.345,0.656,0.656,0.0,0.0,0.0,0,0
1.0,0.406,0.406,0.0,0.0,0.0,0.0,0.345,0.656,0.656,0.0,0.0,0.0,0,0
1.0,0.415,0.415,0.0,0.0,0.0,0.0,0.356,0.686,0.686,0.0,0.0,0.0,0,0
1.0,0.415,0.415,0.0,0.0,0.0,0.0,0.356,0.686,0.686,0.0,0.0,0.0,0,0
1.0,0.415,0.415,0.0,0.0,0.0,0.0,0.356,0.686,0.686,0.0,0.0,0.0,0,0
1.0,0.415,0.415,0.0,0.0,0.0,0.0,0.356,0.686,0.686,0.0,0.0,0.0,0,0
1.0,0.449,0.449,0.0,0.0,0.0,0.0,0.434,0.715,0.715,0.0,0.0,0.0,0,0
1.0,0.449,0.449,0.0,0.0,0.0,0.0,0.434,0.715,0.715,0.0,0.0,0.2,0,0
1.0,0.449,0.449,0.0,0.0,0.0,0.0,0.434,0.715,0.715,0.0,0.0,0.0,0,0
1.0,0.449,0.449,0.0,0.0,0.0,0.0,0.434,0.715,0.715,0.0,0.0,0.0,0,0
0.5,0.295,0.295,0.0,0.0,0.0,0.0,0.424,0.62,0.62,0.0,0.0,0.0,0,0
0.5,0.295,0.295,0.0,0.0,0.0,0.0,0.424,0.62,0.62,0.0,0.0,0.0,0,0
0.5,0.295,0.295,0.0,0.0,0.0,0.0,0.424,0.62,0.62,0.0,0.0,0.0,0,0
0.5,0.295,0.295,0.0,0.0,0.0,0.0,0.424,0.62,0.62,0.0,0.0,0.0,0,0
0.5,0.375,0.375,0.0,0.0,0.0,0.0,0.479,0.628,0.628,0.0,0.0,0.2,0,0
0.5,0.375,0.375,0.0,0.0,0.0,0.0,0.479,0.628,0.628,0.0,0.0,0.2,0,0
0.5,0.375,0.375,0.0,0.0,0.0,0.0,0.479,0.628,0.628,0.0,0.0,0.3,0,0
0.5,0.375,0.375,0.0,0.0,0.0,0.0,0.479,0.628,0.628,0.0,0.0,0.2,0,0
0.5,0.458,0.458,0.0,0.0,0.0,0.0,0.502,0.605,0.605,0.0,0.0,0.0,0,0
0.5,0.458,0.458,0.0,0.0,0.0,0.0,0.502,0.605,0.605,0.0,0.0,0.0,0,0
0.5,0.458,0.458,0.0,0.0,0.0,0.0,0.502,0.605,0.605,0.0,0.0,0.1,0,0
0.5,0.458,0.458,0.0,0.0,0.0,0.0,0.502,0.605,0.605,0.0,0.0,0.0,0,0
0.5,0.487,0.487,0.0,0.0,0.0,0.0,0.524,0.583,0.583,0.0,0.0,0.4,0,0
0.5,0.487,0.487,0.0,0.0,0.0,0.0,0.524,0.583,0.583,0.0,0.0,0.2,0,0
0.5,0.487,0.487,0.0,0.0,0.0,0.0,0.524,0.583,0.583,0.0,0.0,0.0,0,0
0.5,0.487,0.487,0.0,0.0,0.0,0.0,0.524,0.583,0.583,0.0,0.0,0.2,0,0
0.5,0.436,0.436,0.0,0.0,0.0,0.0,0.513,0.568,0.568,0.0,0.0,0.0,0,0
0.5,0.436,0.436,0.0,0.0,0.0,0.0,0.513,0.568,0.568,0.0,0.0,0.0,0,0
0.5,0.436,0.436,0.0,0.0,0.0,0.0,0.513,0.568,0.568,0.0,0.0,0.1,0,0
0.5,0.436,0.436,0.0,0.0,0.0,0.0,0.513,0.568,0.568,0.0,0.0,0.0,0,0
1.0,0.508,0.508,0.0,0.0,0.0,0.0,0.656,0.596,0.596,0.0,0.0,0.1,0,0
1.0,0.508,0.508,0.0,0.0,0.0,0.0,0.656,0.596,0.596,0.0,0.0,0.0,0,0
1.0,0.508,0.508,0.0,0.0,0.0,0.0,0.656,0.596,0.596,0.0,0.0,0.33,0,0
1.0,0.508,0.508,0.0,0.0,0.0,0.0,0.656,0.596,0.596,0.0,0.0,0.0911,0,0
1.0,0.247,0.247,0.0,0.0,0.0,0.0,0.556,0.537,0.537,0.0,0.0,0.0,0,0
1.0,0.148,0.148,0.0,0.0,0.0,0.0,0.407,0.501,0.501,0.0,0.0,0.0,0,0
1.0,0.148,0.148,0.0,0.0,0.0,0.0,0.407,0.501,0.501,0.0,0.0,0.0,0,0
1.0,0.148,0.148,0.0,0.0,0.0,0.0,0.407,0.501,0.501,0.0,0.0,0.0,0,0
1.0,0.0857,0.0857,0.0,0.0,0.0,0.0,0.351,0.494,0.494,0.0,0.0,0.0,0,0
1.0,0.0857,0.0857,0.0,0.0,0.0,0.0,0.351,0.494,0.494,0.0,0.0,0.0,0,0
1.0,0.0857,0.0857,0.0,0.0,0.0,0.0,0.351,0.494,0.494,0.0,0.0,0.0,0,0
1.0,0.0857,0.0857,0.0,0.0,0.0,0.0,0.351,0.494,0.494,0.0,0.0,0.0,0,0
1.0,0.0612,0.0612,0.0,0.0,0.0,0.0,0.335,0.479,0.479,0.0,0.0,0.0,0,0
1.0,0.0612,0.0612,0.0,0.0,0.0,0.0,0.335,0.479,0.479,0.0,0.0,0.0,0,0
1.0,0.0612,0.0612,0.0,0.0,0.0,0.0,0.335,0.479,0.479,0.0,0.0,0.0,0,0
1.0,0.0612,0.0612,0.0,0.0,0.0,0.0,0.335,0.479,0.479,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.335,0.471,0.471,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.335,0.471,0.471,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.2,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.3,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.2,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.1,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.392,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.257,0.553,0.553,0.0,0.0,0.0,0,0
1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.257,0.553,0.553,0.0,0.0,0.0,0,0
1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.257,0.553,0.553,0.0,0.0,0.168,0,0
1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.257,0.553,0.553,0.0,0.0,0.0,0,0
1.0,0.244,0.244,0.0,0.0,0.0,0.0,0.262,0.553,0.553,0.0,0.0,0.24,0,0
1.0,0.244,0.244,0.0,0.0,0.0,0.0,0.262,0.553,0.553,0.0,0.0,0.0685,0,0
1.0,0.244,0.244,0.933,0.0,0.0,0.0,0.262,0.553,0.553,0.0,0.0,0.0,0,0
1.0,0.439,0.439,0.0,0.0,0.0,0.0,0.267,0.641,0.641,0.0,0.0,0.459,0,0
1.0,0.421,0.421,0.0,0.0,0.0,0.0,0.278,0.656,0.656,0.0,0.0,0.0,0,0
1.0,0.421,0.421,0.0,0.0,0.0,0.0,0.278,0.656,0.656,0.0,0.0,0.0,0,0
1.0,0.421,0.421,0.0,0.0,0.0,0.0,0.278,0.656,0.656,0.0,0.0,0.275,0,0
1.0,0.421,0.421,0.0,0.0,0.0,0.0,0.278,0.656,0.656,0.0,0.0,0.0,0,0
0.5,0.229,0.229,0.0,0.0,0.0,0.0,0.262,0.568,0.568,0.0,0.0,0.0,0,0
0.5,0.229,0.229,0.0,0.0,0.0,0.0,0.262,0.568,0.568,0.0,0.0,0.1,0,0
0.5,0.229,0.229,0.0,0.0,0.0,0.0,0.262,0.568,0.568,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.1,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.3,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.3,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.1,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.3,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.3,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.1,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.487,0.487,0.0,0.0,0.0,0.0,0.524,0.583,0.583,0.0,0.0,0.0,0,0
1.0,0.924,0.924,0.0,0.0,0.0,0.0,0.79,0.701,0.701,0.0,0.0,0.0,0,0
1.0,0.924,0.924,0.0,0.0,0.0,0.0,0.79,0.701,0.701,0.0,0.0,0.0,0,0
1.0,0.924,0.924,0.0,0.0,0.0,0.0,0.79,0.701,0.701,0.0,0.0,0.0,0,0
1.0,0.824,0.824,0.0,0.0,0.0,0.0,0.768,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.824,0.824,0.0,0.0,0.0,0.0,0.768,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.824,0.824,0.0,0.0,0.0,0.0,0.768,0.671,0.671,0.0,0.0,0.289,0,0
1.0,0.824,0.824,0.0,0.0,0.0,0.0,0.768,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.508,0.508,0.0,0.0,0.0,0.0,0.656,0.596,0.596,0.0,0.0,0.0,0,0
1.0,0.508,0.508,0.0,0.0,0.0,0.0,0.656,0.596,0.596,0.0,0.0,0.266,0,0
1.0,0.508,0.508,0.0,0.0,0.0,0.333,0.656,0.596,0.596,0.0,0.144,0.0,0,0
1.0,0.508,0.508,0.933,0.0,0.0,1.0,0.656,0.596,0.596,0.0,0.0412,0.0,0,0
1.0,0.247,0.247,0.0,0.0,0.933,1.0,0.556,0.537,0.537,0.0,0.279,0.3,0,0
1.0,0.247,0.247,0.0,0.0,0.0,1.0,0.556,0.537,0.537,0.0,0.229,0.2,0,0
1.0,0.148,0.148,0.0,0.0,0.0,0.0,0.407,0.501,0.501,0.0,0.0,0.223,0,0
1.0,0.148,0.148,0.0,0.0,0.0,0.0,0.407,0.501,0.501,0.0,0.0,0.1,0,0
1.0,0.0857,0.0857,0.0,0.0,0.0,0.0,0.351,0.494,0.494,0.0,0.285,0.0,0,0
1.0,0.0857,0.0857,0.0,0.0,0.0,0.0,0.351,0.494,0.494,0.0,0.653,0.0,0,0
1.0,0.0857,0.0857,0.0,0.0,0.0,0.0,0.351,0.494,0.494,0.0,0.441,0.0,0,0
1.0,0.0857,0.0857,0.0,0.0,0.0,0.0,0.351,0.494,0.494,0.0,0.353,0.0,0,0
1.0,0.0612,0.0612,0.0,0.0,0.0,0.0,0.335,0.479,0.479,0.0,0.171,0.0,0,0
1.0,0.0612,0.0612,0.0,0.0,0.0,0.0,0.335,0.479,0.479,0.0,0.221,0.1,0,0
1.0,0.0612,0.0612,0.0,0.0,0.0,0.0,0.335,0.479,0.479,0.0,0.0441,0.0,0,0
1.0,0.0612,0.0612,0.0,0.0,0.0,0.0,0.335,0.479,0.479,0.0,0.194,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.335,0.471,0.471,0.0,0.506,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.335,0.471,0.471,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.335,0.471,0.471,0.0,0.45,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.335,0.471,0.471,0.0,0.262,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.329,0.464,0.464,0.0,0.526,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.329,0.464,0.464,0.0,0.526,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.329,0.464,0.464,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.329,0.464,0.464,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.3,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.57,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0966,0.0966,0.0,0.0,0.0,0.0,0.329,0.479,0.479,0.0,0.0,0.334,0,0
1.0,0.0966,0.0966,0.0,0.0,0.0,0.0,0.329,0.479,0.479,0.0,0.0,0.241,0,0
1.0,0.144,0.144,0.0,0.0,0.0,0.0,0.401,0.492,0.492,0.0,0.0,0.3,0,0
1.0,0.144,0.144,0.0,0.0,0.0,0.0,0.401,0.492,0.492,0.0,0.0,0.1,0,0
0.5,0.194,0.194,0.0,0.0,0.0,0.0,0.368,0.508,0.508,0.0,0.0,0.341,0,0
0.5,0.194,0.194,0.0,0.0,0.0,0.0,0.368,0.508,0.508,0.0,0.0,0.0,0,0
0.5,0.194,0.194,0.0,0.0,0.0,0.0,0.368,0.508,0.508,0.0,0.0,0.1,0,0
0.5,0.194,0.194,0.0,0.0,0.0,0.0,0.368,0.508,0.508,0.0,0.0,0.229,0,0
0.5,0.239,0.239,0.0,0.0,0.0,0.0,0.39,0.546,0.546,0.0,0.0,0.0,0,0
0.5,0.239,0.239,0.0,0.0,0.0,0.0,0.39,0.546,0.546,0.0,0.0,0.164,0,0
0.5,0.239,0.239,0.0,0.0,0.0,0.0,0.39,0.546,0.546,0.0,0.0,0.0327,0,0
0.5,0.239,0.239,0.0,0.0,0.0,0.0,0.39,0.546,0.546,0.0,0.0,0.0,0,0
0.5,0.248,0.248,0.0,0.0,0.0,0.0,0.318,0.553,0.553,0.0,0.0,0.265,0,0
0.5,0.248,0.248,0.0,0.0,0.0,0.0,0.318,0.553,0.553,0.0,0.0,0.0,0,0
0.5,0.248,0.248,0.0,0.0,0.0,0.0,0.318,0.553,0.553,0.0,0.0,0.0,0,0
0.5,0.248,0.248,0.0,0.0,0.0,0.0,0.318,0.553,0.553,0.0,0.0,0.513,0,0
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.257,0.553,0.553,0.0,0.0,0.0,0,0
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.257,0.553,0.553,0.0,0.0,0.0,0,0
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.257,0.553,0.553,0.0,0.0,0.371,0,0
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.257,0.553,0.553,0.0,0.0,0.1,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.262,0.553,0.553,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.262,0.553,0.553,0.0,0.0,0.192,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.262,0.553,0.553,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.262,0.553,0.553,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.1,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.1,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.295,0.295,0.0,0.0,0.0,0.0,0.424,0.62,0.62,0.0,0.0,0.0,0,0
1.0,0.295,0.295,0.0,0.0,0.0,0.0,0.424,0.62,0.62,0.0,0.0,0.0,0,0
1.0,0.375,0.375,0.0,0.0,0.0,0.0,0.479,0.628,0.628,0.0,0.0,0.0,0,0
1.0,0.375,0.375,0.0,0.0,0.0,0.0,0.479,0.628,0.628,0.0,0.0,0.0,0,0
1.0,0.375,0.375,0.0,0.0,0.0,0.0,0.479,0.628,0.628,0.0,0.0,0.0,0,0
1.0,0.375,0.375,0.0,0.0,0.0,0.0,0.479,0.628,0.628,0.0,0.0,0.0,0,0
1.0,0.458,0.458,0.0,0.0,0.0,0.0,0.502,0.605,0.605,0.0,0.0,0.0,0,0
1.0,0.458,0.458,0.0,0.0,0.0,0.0,0.502,0.605,0.605,0.0,0.0,0.0,0,0
1.0,0.458,0.458,0.0,0.0,0.0,0.0,0.502,0.605,0.605,0.0,0.0,0.185,0,0
1.0,0.458,0.458,0.0,0.0,0.0,0.0,0.502,0.605,0.605,0.0,0.0,0.0,0,0
1.0,0.924,0.924,0.0,0.0,0.0,0.0,0.79,0.701,0.701,0.0,0.0,0.0,0,0
1.0,0.924,0.924,0.0,0.0,0.0,0.0,0.79,0.701,0.701,0.0,0.0,0.0,0,0
1.0,0.924,0.924,0.0,0.0,0.0,0.0,0.79,0.701,0.701,0.0,0.0,0.384,0,0
1.0,0.924,0.924,0.0,0.0,0.0,0.0,0.79,0.701,0.701,0.0,0.0,0.0,0,0
1.0,0.824,0.824,0.0,0.0,0.0,0.0,0.768,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.824,0.824,0.0,0.0,0.0,0.0,0.768,0.671,0.671,0.0,0.0,0.0,0,0
1.0,0.436,0.436,0.0,0.0,0.0,0.0,0.513,0.568,0.568,0.0,0.0,0.0,0,0
1.0,0.436,0.436,0.0,0.0,0.0,0.0,0.513,0.568,0.568,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.1,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.5,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.8,0.258,0.465,0.465,0.0,0.203,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.482,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.049,0.049,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
